         963172 function calls (949932 primitive calls) in 4.794 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:719(__truediv__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\series.py:607(_init_dict)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI_Logic\text_box_RE.py:37(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:1153(LockableBbox)
       30    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\results.py:258(__contains__)
       21    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3743(recurse)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:641(Path3DCollection)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\textwrap.py:419(dedent)
       14    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\_config\config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\scale.py:381(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3468(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:732(XAxis)
        5    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1245(heading)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:449(Under_2_relationship)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\plotting.py:1955(AnimateOptions)
       12    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5706(postParse)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\__init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\offsetbox.py:595(DrawingArea)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:444(Under_2_name)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\font.py:26(Font)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colors.py:548(ColorConverter)
       10    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:159(_DummyAxis)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4924(stopOn)
       17    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\results.py:267(__iter__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\widgets.py:266(SliderBase)
       26    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:1292(is_dataclass)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\util\_validators.py:354(validate_ascending)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\base.py:836(__iter__)
       17    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:209(is_object)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3373(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:658(RcParams)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:1458(PercentFormatter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\cm.py:83(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:370(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\tri\_triinterpolate.py:286(CubicTriInterpolator)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1830(_grid_configure)
       16    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:927(__hash__)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\ExifTags.py:360(LightSource)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:2447(Keyword)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_tools.py:600(ToolHome)
       24    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\dateutil\rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:1460(formatannotation)
        5    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\packaging\version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\dialog.py:1(<module>)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:858(validate_hist_bins)
       26    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4232(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1909(TriMesh)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\dates.py:1268(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:76(Text3D)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert_id' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:1531(__or__)
       12    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:549(_init_param)
       12    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\six.py:96(__get__)
       25    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\range.py:376(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\font.py:1(<module>)
        6    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\connection_cext.py:803(more_results)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\dialogs.py:409(ToolTip)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\plotting.py:1459(MPLBaseOptions)
        3    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:576(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\cbook.py:539(_get_data_path)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\unicode.py:9(__init__)
       30    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4233(<genexpr>)
        8    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5964(<genexpr>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\collections.py:1972(_MeshData)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\text.py:1444(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\projections\polar.py:449(RadialLocator)
       18    0.000    0.000    0.000    0.000 {method 'st_warning_count' of '_mysql_connector.MySQL' objects}
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI_Logic\tooltip_day.py:194(__init__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:401(Under_name_label)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:411(Under_phone_label)
        5    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:568(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\PIL\_util.py:18(DeferredError)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:5286(_update_ignorer)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:1246(Event)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\backend_bases.py:3225(ToolContainerBase)
       10    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:2824(_namedtuple_mro_entries)
        3    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\traceback.py:327(walk_stack)
        2    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
       25    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\fromnumeric.py:2416(_all_dispatcher)
